Eviction ID,Address,Neighborhoods - Analysis Boundaries
E982396,2500 Block Of California  Street,Pacific Heights
E982376,1100 Block Of Hayes  Street,Hayes Valley
E982368,0 Block Of Amethyst  Way,Noe Valley
E982384,300 Block Of Upper  Terrace,Haight Ashbury
E982386,400 Block Of Franconia  Street,Bernal Heights
E982380,1100 Block Of Hayes  Street,Hayes Valley
E982398,400 Block Of Buchanan  Street,Hayes Valley
E982392,900 Block Of Goettingen  Street,Portola
E982377,1100 Block Of Hayes  Street,Hayes Valley
E982372,1100 Block Of Hayes  Street,Hayes Valley
E982383,300 Block Of Upper  Terrace,Haight Ashbury
E982369,500 Block Of Vallejo  Street,North Beach
E982382,1100 Block Of Hayes  Street,Hayes Valley
E982370,1100 Block Of Hayes  Street,Hayes Valley
E982393,100 Block Of Tucker  Street,
E982397,2900 Block Of Washington  Street,Pacific Heights
E982391,4000 Block Of 23rd  Street,Noe Valley
E982387,1200 Block Of 31st  Avenue,Sunset/Parkside
E982390,4000 Block Of 23rd  Street,Noe Valley
E982388,200 Block Of Edgewood  Avenue,Inner Sunset
E982373,1100 Block Of Hayes  Street,Hayes Valley
E982395,100 Block Of Park  Street,Bernal Heights
E982375,1100 Block Of Hayes  Street,Hayes Valley
E982361,600 Block Of Burnett  Avenue,Twin Peaks
E982360,303100 Block Of Clement  Street,Outer Richmond
E982365,1400 Block Of Valencia  Street,Mission
E982359,1300 Block Of Fulton  Street,Western Addition
E982362,900 Block Of Duncan  Street,Noe Valley
E982358,200 Block Of Lexington  Street,Mission
E982357,1000 Block Of Pacific  Avenue,Nob Hill
E982367,300 Block Of Head  Street,Oceanview/Merced/Ingleside
E982363,100 Block Of Felton  Street,Portola
E982366,400 Block Of Vallejo  Street,North Beach
E982356,2100 Block Of Turk  Street,
E982364,700 Block Of Taylor  Street,Nob Hill
E982351,200 Block Of Flournoy  Street,Outer Mission
E982354,500 Block Of San Jose  Avenue,Noe Valley
E982350,1300 Block Of Rhode Island  Street,Potrero Hill
E982349,2800 Block Of Laguna  Street,Marina
E982355,4100 Block Of 20th  Street,Castro/Upper Market
E982352,200 Block Of San Carlos  Street,Mission
E982353,1700 Block Of Grove  Street,Lone Mountain/USF
E982446,600 Block Of 5th  Avenue,Inner Richmond
E982340,400 Block Of Franconia  Street,Bernal Heights
E982344,3900 Block Of 18th  Street,Castro/Upper Market
E982335,500 Block Of Clipper  Street,Noe Valley
E982341,1200 Block Of 17th  Avenue,Inner Sunset
E982330,1200 Block Of Masonic  Avenue,Haight Ashbury
E982339,2500 Block Of Pine  Street,Pacific Heights
E982337,1200 Block Of Jackson  Street,Nob Hill
E982346,3600 Block Of 17th  Street,Castro/Upper Market
E982331,500 Block Of Valencia  Street,Mission
E982345,3900 Block Of 18th  Street,Castro/Upper Market
E982342,0 Block Of Winfield  Street,Bernal Heights
E982347,0 Block Of Parnassus  Avenue,Haight Ashbury
E982336,0 Block Of City View,
E982332,500 Block Of Valenica  Street,
E982338,600 Block Of Kirkham  Street,Inner Sunset
E982348,1000 Block Of Fell  Street,Hayes Valley
E982343,1300 Block Of Fulton  Street,Western Addition
E982326,1500 Block Of Fell  Street,Lone Mountain/USF
E982327,1800 Block Of 14th  Street,
E982329,400 Block Of Noe  Street,Castro/Upper Market
E982334,1100 Block Of Sanchez  Street,Noe Valley
E982325,600 Block Of Baker  Street,Lone Mountain/USF
E982328,1300 Block Of 4th  Avenue,Inner Sunset
E982324,600 Block Of Fillmore  Street,Hayes Valley
E982320,100 Block Of Divisadero  Street,Haight Ashbury
E982318,1600 Block Of Clay  Street,Nob Hill
E982322,3300 Block Of Mission  Street,Bernal Heights
E982321,2500 Block Of Larkin  Street,Russian Hill
E982323,2100 Block Of Vallejo  Street,Marina
E982319,2200 Block Of 32nd  Avenue,Sunset/Parkside
E982317,100 Block Of 7th  Street,South of Market
E982313,1700 Block Of Grove  Street,Lone Mountain/USF
E982316,500 Block Of Prentiss  Street,Bernal Heights
E982305,1500 Block Of Fulton  Street,Lone Mountain/USF
E982309,3400 Block Of Washington  Street,Presidio Heights
E982308,2900 Block Of Divisadero  Street,Marina
E982315,300 Block Of Day  Street,Noe Valley
E982311,100 Block Of Clipper  Street,Noe Valley
E982307,600 Block Of Kirkham  Street,Inner Sunset
E982306,0 Block Of Lupine  Street,
E982314,1800 Block Of Laguna  Street,Pacific Heights
E982310,100 Block Of Ord  Street,Castro/Upper Market
E982299,5900 Block Of California  Street,Outer Richmond
E982300,1100 Block Of Sanchez  Street,Noe Valley
E982303,300 Block Of Arballo  Drive,Lakeshore
E982302,1400 Block Of Jefferson  Street,Marina
E982304,900 Block Of Filbert  Street,Russian Hill
E982298,800 Block Of Harrison  Street,South of Market
E982301,5900 Block Of California  Street,Outer Richmond
E982295,700 Block Of 33rd  Avenue,Outer Richmond
E982288,1700 Block Of 18th  Avenue,Inner Sunset
E982289,4100 Block Of 17th  Street,Castro/Upper Market
E982293,1100 Block Of Dolores  Street,Noe Valley
E982297,0 Block Of Rodgers  Street,South of Market
E982290,700 Block Of Hampshire  Street,Potrero Hill
E982291,700 Block Of Clementina  Street,South of Market
E982294,400 Block Of Bartlett  Street,Mission
E982292,1900 Block Of Fulton  Street,Lone Mountain/USF
E982282,0 Block Of Jordan  Avenue,Presidio Heights
E982277,100 Block Of Varennes  Street,North Beach
E982269,400 Block Of Utah  Street,Potrero Hill
E982283,200 Block Of Pennsylvania  Avenue,Potrero Hill
E982271,1400 Block Of Jefferson  Street,Marina
E982281,1900 Block Of Laguna  Street,Pacific Heights
E982285,300 Block Of Scott  Street,Haight Ashbury
E982284,300 Block Of Scott  Street,Haight Ashbury
E982275,4200 Block Of 22nd  Street,Noe Valley
E982280,1900 Block Of Laguna  Street,Pacific Heights
E982273,1600 Block Of Holloway  Avenue,Lakeshore
E982274,100 Block Of Font  Boulevard,Lakeshore
E982286,300 Block Of Scott  Street,Haight Ashbury
E982270,1300 Block Of Geneva  Avenue,Excelsior
E982279,700 Block Of Ashbury  Street,Haight Ashbury
E982272,300 Block Of Sanchez  Street,Castro/Upper Market
E982276,0 Block Of Gennesse  Street,West of Twin Peaks
E982287,300 Block Of Scott  Street,Haight Ashbury
E982278,1700 Block Of 15th  Street,Mission
E982261,400 Block Of Capp  Street,Mission
E982263,500 Block Of Buena Vista  Avenue,Haight Ashbury
E982260,100 Block Of Bertita  Street,Outer Mission
E982265,100 Block Of Font  Boulevard,Lakeshore
E982266,1300 Block Of Page  Street,Haight Ashbury
E982267,100 Block Of Julian  Avenue,Mission
E982264,900 Block Of Burnett  Avenue,Twin Peaks
E982268,200 Block Of Guerrero  Street,Mission
E982262,500 Block Of 39th  Avenue,Outer Richmond
E982255,100 Block Of Font  Boulevard,Lakeshore
E982253,1300 Block Of 6th  Avenue,Inner Sunset
E982259,4200 Block Of 20th  Street,Castro/Upper Market
E982252,1300 Block Of 6th  Avenue,Inner Sunset
E982258,2100 Block Of Pierce  Street,Pacific Heights
E982251,3600 Block Of Lincoln  Way,Sunset/Parkside
E982256,700 Block Of 27th  Avenue,Outer Richmond
E982254,300 Block Of 10th  Street,South of Market
E982257,200 Block Of North Point  Street,North Beach
E982246,2400 Block Of 44th  Avenue,Sunset/Parkside
E982245,200 Block Of Carl  Street,Inner Sunset
E982248,700 Block Of Hampshire  Street,Potrero Hill
E982247,500 Block Of Valenica  Street,Mission
E982250,900 Block Of Mission  Street,South of Market
E982249,200 Block Of Rose  Street,Hayes Valley
E982183,600 Block Of Eddy  Street,Tenderloin
E982240,2500 Block Of Folsom  Street,Mission
E982223,500 Block Of Ellis  Street,Tenderloin
E982227,500 Block Of Lombard  Street,North Beach
E982186,300 Block Of 15th  Avenue,Outer Richmond
E982243,1900 Block Of Webster  Street,Pacific Heights
E982244,1800 Block Of Page  Street,Haight Ashbury
E982185,100 Block Of Prentiss  Street,Bernal Heights
E982242,1700 Block Of Grant  Avenue,North Beach
E982229,1500 Block Of Sutter  Street,Japantown
E982226,1100 Block Of Florida  Street,Mission
E982239,1200 Block Of Wisconsin  Street,Potrero Hill
E982241,3900 Block Of 19th  Street,Castro/Upper Market
E982225,1100 Block Of Florida  Street,Mission
E982184,14900 Block Of Prentiss  Street,Bernal Heights
E982228,1100 Block Of Sanchez  Street,Noe Valley
E982224,2500 Block Of Greenwich  Street,Marina
E982215,0 Block Of Ford  Street,Castro/Upper Market
E982232,300 Block Of Sanchez  Street,Castro/Upper Market
E982214,1500 Block Of Grant  Avenue,North Beach
E982216,0 Block Of Ford  Street,Castro/Upper Market
E982221,500 Block Of 36th  Avenue,Outer Richmond
E982222,100 Block Of Alpine  Terrace,Castro/Upper Market
E982233,700 Block Of Guerrero  Street,Mission
E982237,400 Block Of Davis  Court,Financial District/South Beach
E982234,3500 Block Of Sacramento  Street,Presidio Heights
E982220,400 Block Of Capp  Street,Mission
E982231,100 Block Of 15th  Avenue,Outer Richmond
E982217,300 Block Of Jules  Avenue,Oceanview/Merced/Ingleside
E982235,600 Block Of Cortland  Avenue,Bernal Heights
E982213,900 Block Of Innes  Avenue,Bayview Hunters Point
E982238,400 Block Of 14th  Street,Mission
E982191,1500 Block Of 15th  Street,Mission
E982188,300 Block Of Turk  Street,Tenderloin
E982187,1400 Block Of Chestnut  Street,Marina
E982189,600 Block Of South Van Ness  Avenue,Mission
E982190,100 Block Of Julian  Avenue,Mission
E982230,2100 Block Of 15th  Street,Castro/Upper Market
E982211,0 Block Of Belcher  Street,Castro/Upper Market
E982207,2200 Block Of Steiner  Street,Pacific Heights
E982195,100 Block Of Varennes  Street,North Beach
E982210,200 Block Of Arleta  Avenue,Visitacion Valley
E982208,500 Block Of Arballo  Drive,Lakeshore
E982197,100 Block Of Varennes  Street,North Beach
E982204,700 Block Of 2nd  Avenue,Inner Richmond
E982199,100 Block Of Varennes  Street,North Beach
E982192,100 Block Of Octavia  Street,Hayes Valley
E982209,200 Block Of Arleta  Avenue,Visitacion Valley
E982193,100 Block Of Octavia  Street,Hayes Valley
E982203,1000 Block Of Pacific  Avenue,Nob Hill
E982196,100 Block Of Varennes  Street,North Beach
E982206,2200 Block Of Steiner  Street,Pacific Heights
E982198,100 Block Of Varennes  Street,North Beach
E982212,3400 Block Of Mission  Street,Bernal Heights
E982202,700 Block Of Geary  Street,Tenderloin
E982201,3600 Block Of 17th  Street,Castro/Upper Market
E982194,100 Block Of Varennes  Street,North Beach
E982169,500 Block Of Cambridge  Street,Portola
E982170,500 Block Of Cambridge  Street,Portola
E982167,500 Block Of Cambridge  Street,Portola
E982149,500 Block Of Cambridge  Street,Portola
E982143,500 Block Of Cambridge  Street,Portola
E982181,2800 Block Of Folsom  Street,Mission
E982158,500 Block Of Cambridge  Street,Portola
E982175,300 Block Of 32nd  Avenue,Outer Richmond
E982156,500 Block Of Cambridge  Street,Portola
E982176,5000 Block Of California  Street,Inner Richmond
E982159,500 Block Of Cambridge  Street,Portola
E982140,1700 Block Of Grant  Avenue,North Beach
E982146,500 Block Of Cambridge  Street,Portola
E982151,500 Block Of Cambridge  Street,Portola
E982154,500 Block Of Cambridge  Street,Portola
E982161,500 Block Of Cambridge  Street,Portola
E982164,500 Block Of Cambridge  Street,Portola
E982144,500 Block Of Cambridge  Street,Portola
E982165,500 Block Of Cambridge  Street,Portola
E982155,500 Block Of Cambridge  Street,Portola
E982148,500 Block Of Cambridge  Street,Portola
E982145,500 Block Of Cambridge  Street,Portola
E982180,200 Block Of Madison  Street,Excelsior
E982160,500 Block Of Cambridge  Street,Portola
E982157,500 Block Of Cambridge  Street,Portola
E982150,500 Block Of Cambridge  Street,Portola
E982173,300 Block Of Greenwich  Street,North Beach
E982177,300 Block Of Bartlett  Street,Mission
E982139,2200 Block Of North Point  Street,Marina
E982182,1100 Block Of Church  Street,Noe Valley
E982153,500 Block Of Cambridge  Street,Portola
E982142,500 Block Of Cambridge  Street,Portola
E982163,500 Block Of Cambridge  Street,Portola
E982171,300 Block Of Greenwich  Street,North Beach
E982162,500 Block Of Cambridge  Street,Portola
E982141,1700 Block Of Grant  Avenue,North Beach
E982168,500 Block Of Cambridge  Street,Portola
E982166,500 Block Of Cabridge  Street,
E982179,300 Block Of Arballo  Drive,Lakeshore
E982178,600 Block Of Buena Vista  West,
E982174,700 Block Of 9th  Avenue,Inner Richmond
E982172,900 Block Of Baker  Street,Lone Mountain/USF
E982152,500 Block Of Cambridge  Street,Portola
E982147,500 Block Of Cambridge  Street,Portola
E982126,1200 Block Of 4th  Avenue,Inner Sunset
E982122,1500 Block Of 24th  Avenue,Sunset/Parkside
E982132,1000 Block Of Girard  Street,Portola
E982121,500 Block Of 7th  Avenue,Inner Richmond
E982123,100 Block Of 9th  Street,South of Market
E982125,200 Block Of Cumberland  Street,Castro/Upper Market
E982131,1600 Block Of Oakdale  Avenue,Bayview Hunters Point
E982136,2300 Block Of 29th  Avenue,Sunset/Parkside
E982134,1000 Block Of Pacific  Avenue,Nob Hill
E982130,1600 Block Of Oakdale  Avenue,Bayview Hunters Point
E982129,200 Block Of Diamond  Street,Castro/Upper Market
E982138,800 Block Of Alvarado  Street,Noe Valley
E982128,1900 Block Of Broadway,Pacific Heights
E982124,2300 Block Of 19th  Avenue,Sunset/Parkside
E982127,1200 Block Of 4th  Avenue,Inner Sunset
E982133,200 Block Of 23rd  Avenue,Outer Richmond
E982137,2300 Block Of 29th  Avenue,Sunset/Parkside
E982135,1700 Block Of 15th  Street,Mission
E982119,200 Block Of Roosevelt  Way,Castro/Upper Market
E982110,300 Block Of Andover  Street,Bernal Heights
E982114,200 Block Of Balboa  Street,Inner Richmond
E982116,900 Block Of Dolores  Street,Mission
E982117,100 Block Of Pixley  Street,Marina
E982118,200 Block Of Presidio  Avenue,Presidio Heights
E982109,2700 Block Of Folsom  Street,Mission
E982115,600 Block Of Naples  Street,Excelsior
E982112,300 Block Of Buchanan  Street,Hayes Valley
E982120,1500 Block Of Grant  Avenue,North Beach
E982113,300 Block Of Buchanan  Street,Hayes Valley
E982101,200 Block Of Thornton  Avenue,Bayview Hunters Point
E982108,3600 Block Of 23rd  Street,Mission
E982107,3600 Block Of 23rd  Street,Mission
E982103,1200 Block Of 47th  Avenue,Sunset/Parkside
E982105,600 Block Of Silver  Avenue,Excelsior
E982106,1000 Block Of Howard  Street,South of Market
E982102,7000 Block Of Geary  Boulevard,Outer Richmond
E982100,800 Block Of Turk  Street,Western Addition
E982104,2300 Block Of 19th  Avenue,Sunset/Parkside
E982094,2800 Block Of 23rd  Street,Mission
E982089,300 Block Of Vallejo  Street,North Beach
E982083,1300 Block Of 6th  Avenue,Inner Sunset
E982082,1100 Block Of Fitzgerald  Avenue,Bayview Hunters Point
E982093,0 Block Of Burlwood  Drive,West of Twin Peaks
E982088,2200 Block Of 39th  Avenue,Sunset/Parkside
E982091,2900 Block Of Sacramento  Street,Pacific Heights
E982097,1800 Block Of Page  Street,Haight Ashbury
E982098,1800 Block Of Page  Street,Haight Ashbury
E982086,200 Block Of Ashton  Avenue,West of Twin Peaks
E982096,1800 Block Of Page  Street,Haight Ashbury
E982099,1800 Block Of Page  Street,Haight Ashbury
E982085,1300 Block Of 6th  Avenue,Inner Sunset
E982087,900 Block Of Duncan  Street,Noe Valley
E982095,300 Block Of Sawyer  Street,Visitacion Valley
E982092,1600 Block Of 27th  Avenue,Sunset/Parkside
E982084,1500 Block Of Sutter  Street,Japantown
E982090,400 Block Of Vallejo  Street,North Beach
E982070,200 Block Of Douglass  Street,Castro/Upper Market
E982077,1200 Block Of 3rd  Avenue,Inner Sunset
E982069,900 Block Of Duncan  Street,Noe Valley
E982074,500 Block Of Arballo  Drive,Lakeshore
E982218,400 Block Of 18th  Avenue,Outer Richmond
E982072,300 Block Of Arballo  Drive,Lakeshore
E982076,1200 Block Of Grant  Avenue,North Beach
E982079,1200 Block Of 47th  Avenue,Sunset/Parkside
E982078,3700 Block Of 20th  Street,Mission
E982080,1100 Block Of Sanchez  Street,Noe Valley
E982081,4200 Block Of 21st  Street,Noe Valley
E982073,2400 Block Of Divisadero  Street,Pacific Heights
E982075,0 Block Of Dunsmuir  Street,Portola
E982071,800 Block Of Irving  Street,Inner Sunset
E982048,1000 Block Of Oak  Street,Haight Ashbury
E982056,400 Block Of Serrano  Drive,Lakeshore
E982068,1100 Block Of Carolina  Street,Potrero Hill
E982063,100 Block Of Freelon  Street,South of Market
E982052,700 Block Of Elizabeth  Street,Noe Valley
E982049,3300 Block Of 17th  Street,Mission
E982067,700 Block Of Brazil  Avenue,Excelsior
E982066,600 Block Of Lyon  Street,Lone Mountain/USF
E982062,400 Block Of Davis  Court,Financial District/South Beach
E982055,200 Block Of Cardenas  Avenue,Lakeshore
E982054,700 Block Of Elizabeth  Street,Noe Valley
E982059,2100 Block Of Judah  Street,Sunset/Parkside
E982053,700 Block Of Elizabeth  Street,Noe Valley
E982061,1200 Block Of 31st  Avenue,Sunset/Parkside
E982051,1500 Block Of Market  Street,Hayes Valley
E982050,600 Block Of Bush  Street,Nob Hill
E982058,200 Block Of Amazon  Avenue,Excelsior
E982060,4600 Block Of Lincoln  Way,Sunset/Parkside
E982065,300 Block Of Arballo  Drive,Lakeshore
E982064,1100 Block Of Key  Avenue,Bayview Hunters Point
E982045,500 Block Of Brazil  Avenue,Excelsior
E982046,200 Block Of Parker  Avenue,Lone Mountain/USF
E982043,600 Block Of Castro  Street,Castro/Upper Market
E982035,900 Block Of Huron  Avenue,Outer Mission
E982040,400 Block Of Valley  Street,Noe Valley
E982038,2600 Block Of Bryant  Street,Mission
E982036,2200 Block Of 25th  Street,Potrero Hill
E982039,200 Block Of Carl  Street,Inner Sunset
E982041,800 Block Of 41st  Avenue,Outer Richmond
E982042,2500 Block Of 21st  Avenue,Sunset/Parkside
E982033,1800 Block Of Page  Street,Haight Ashbury
E982047,500 Block Of Hyde  Street,Tenderloin
E982034,300 Block Of 10th  Street,South of Market
E982032,800 Block Of Bush  Street,Nob Hill
E982012,1000 Block Of Shotwell  Street,Mission
E982024,0 Block Of Dunsmuir  Street,Portola
E982028,2100 Block Of 40th  Avenue,Sunset/Parkside
E982018,500 Block Of Divisadero  Street,Hayes Valley
E982013,2200 Block Of Buchanan  Street,Pacific Heights
E982019,500 Block Of Divisadero  Street,Hayes Valley
E982022,400 Block Of Capistrano  Avenue,Outer Mission
E982025,100 Block Of Serrano  Drive,Lakeshore
E982020,500 Block Of Divisadero  Street,Hayes Valley
E982026,700 Block Of Bacon  Street,Portola
E982027,0 Block Of Godeus  Street,Bernal Heights
E982021,500 Block Of Divisadero  Street,Hayes Valley
E982044,1700 Block Of 18th  Avenue,Inner Sunset
E982031,800 Block Of Bush  Street,Nob Hill
E982017,500 Block Of Divisadero  Street,Hayes Valley
E982016,500 Block Of Divisadero  Street,Hayes Valley
E982015,600 Block Of Cortland  Avenue,Bernal Heights
E982011,100 Block Of Landers  Street,Castro/Upper Market
E982014,0 Block Of Woodland  Avenue,Inner Sunset
E982029,500 Block Of Sanchez  Street,Castro/Upper Market
E982037,2600 Block Of Bryant  Street,Mission
E982030,100 Block Of Beaver  Street,Castro/Upper Market
E982023,2900 Block Of Clay  Street,Pacific Heights
E981998,1100 Block Of Sanchez  Street,Noe Valley
E982009,400 Block Of 18th  Avenue,Outer Richmond
E981999,100 Block Of Jersey  Street,Noe Valley
E982010,1700 Block Of Mckinnon  Avenue,Bayview Hunters Point
E981997,3800 Block Of 17th  Street,Castro/Upper Market
E982000,1900 Block Of Broadway,Pacific Heights
E981994,0 Block Of Abbey  Street,Castro/Upper Market
E981993,1400 Block Of 43rd  Avenue,Sunset/Parkside
E981982,700 Block Of Geary  Street,Tenderloin
E982001,200 Block Of Laussat  Street,Hayes Valley
E982006,2300 Block Of 22nd  Avenue,Sunset/Parkside
E982004,2300 Block Of Greenwich  Street,Marina
E981991,1700 Block Of Holloway  Avenue,Lakeshore
E981985,700 Block Of Geary  Street,Tenderloin
E981992,1000 Block Of Pacific  Avenue,Nob Hill
E982002,0 Block Of Genebern  Way,Bernal Heights
E981983,100 Block Of Delmar  Street,Haight Ashbury
E981984,300 Block Of Parnanssus  Avenue,
E982005,200 Block Of Santos  Street,Visitacion Valley
E981988,700 Block Of Leavenworth  Street,Nob Hill
E981996,700 Block Of 9th  Avenue,Inner Richmond
E982008,2300 Block Of 38th  Avenue,Sunset/Parkside
E981986,500 Block Of 47th  Avenue,Outer Richmond
E981995,0 Block Of Abbey  Street,Castro/Upper Market
E981990,100 Block Of Arlington  Street,Glen Park
E982007,2300 Block Of 38th  Avenue,Sunset/Parkside
E981989,0 Block Of Miramar  Avenue,Oceanview/Merced/Ingleside
E982003,2300 Block Of Greenwich  Street,Marina
E981987,700 Block Of 36th  Avenue,Outer Richmond
E981974,1200 Block Of 38th  Avenue,Sunset/Parkside
E981980,800 Block Of Gonzalez  Drive,Lakeshore
E981976,1600 Block Of 44th  Avenue,Sunset/Parkside
E981981,0 Block Of Boynton  Court,Castro/Upper Market
E981978,900 Block Of South Van Ness  Avenue,Mission
E981975,700 Block Of 28th  Avenue,Outer Richmond
E981979,900 Block Of South  Van Ness  Avenue,Mission
E981977,1300 Block Of Haight  Street,Haight Ashbury
E981971,0 Block Of Bay View  Street,Bayview Hunters Point
E981968,2200 Block Of Noriega  Street,Sunset/Parkside
E981972,800 Block Of Guerrero  Street,Mission
E981967,700 Block Of Delano  Avenue,Outer Mission
E981973,500 Block Of Brazil  Avenue,Excelsior
E981969,800 Block Of Treat  Avenue,Mission
E981970,1000 Block Of Lombard  Street,Russian Hill
E981955,1600 Block Of Green  Street,Marina
E981966,900 Block Of Greenwich,
E981965,900 Block Of Greenwich  Street,Russian Hill
E981956,1800 Block Of 31st  Avenue,Sunset/Parkside
E981957,1700 Block Of Lake  Street,Outer Richmond
E981958,0 Block Of Rudden  Avenue,Outer Mission
E981964,0 Block Of Delmar  Street,Haight Ashbury
E981961,3800 Block Of Divisadero  Street,Marina
E981960,1200 Block Of Masonic  Avenue,Haight Ashbury
E981959,300 Block Of 27th  Street,Noe Valley
E981963,0 Block Of Delmar  Street,Haight Ashbury
E981962,900 Block Of Greenwich  Street,Russian Hill
E981951,3900 Block Of 24th  Street,Noe Valley
E981950,800 Block Of Gonzalez  Drive,Lakeshore
E981948,300 Block Of Turk  Street,Tenderloin
E981953,400 Block Of Capp  Street,Mission
E981952,1000 Block Of Florida  Street,Mission
E981949,400 Block Of Munich  Street,Excelsior
E981954,500 Block Of Moultrie  Street,Bernal Heights
E981928,500 Block Of Leavenworth  Street,Tenderloin
E981930,1300 Block Of 10th  Avenue,Inner Sunset
E981937,0 Block Of Miley  Street,Marina
E981945,500 Block Of Page  Street,Hayes Valley
E981942,3700 Block Of 20th  Street,Mission
E981934,1500 Block Of Irving  Street,Inner Sunset
E981941,700 Block Of Gonzalez  Drive,Lakeshore
E981929,1800 Block Of Page  Street,Haight Ashbury
E981936,200 Block Of Santos  Street,Visitacion Valley
E981939,256200 Block Of Sutter  Street,Pacific Heights
E981943,1100 Block Of Kearny  Street,North Beach
E981932,900 Block Of Holloway  Avenue,Oceanview/Merced/Ingleside
E981947,500 Block Of Page  Street,Hayes Valley
E981946,500 Block Of Page  Street,Hayes Valley
E981931,1800 Block Of Page  Street,Haight Ashbury
E981944,500 Block Of Page  Street,Hayes Valley
E981935,200 Block Of Santos  Street,Visitacion Valley
E981940,1100 Block Of Kearny  Street,North Beach
E981908,400 Block Of Gates  Street,Bernal Heights
E981926,700 Block Of Geary  Street,Tenderloin
E981913,500 Block Of Laidley  Street,Glen Park
E981910,1400 Block Of Montgomery  Street,North Beach
E981917,3600 Block Of California  Street,Presidio Heights
E981909,3300 Block Of Mission  Street,Bernal Heights
E981916,500 Block Of Grove  Street,Hayes Valley
E981918,3600 Block Of California  Street,Presidio Heights
E981915,700 Block Of Pine  Street,Nob Hill
E981912,140300 Block Of Montgomery  Street,North Beach
E981923,3900 Block Of 18th  Street,Castro/Upper Market
E981925,700 Block Of Geary  Street,Tenderloin
E981911,1400 Block Of Montgomery  Street,North Beach
E981922,200 Block Of 8th  Avenue,Inner Richmond
E981919,3300 Block Of 26th  Street,Mission
E981920,2300 Block Of Mission  Street,Mission
E981924,3000 Block Of Clement  Street,Outer Richmond
E981927,300 Block Of Vallejo  Street,North Beach
E981914,3700 Block Of 20th  Street,Mission
E981921,1400 Block Of Montgomery  Street,North Beach
E981906,1100 Block Of Stanyan  Street,Inner Sunset
E981904,300 Block Of Buchanan  Street,Hayes Valley
E981902,2000 Block Of Leavenworth  Street,Russian Hill
E981905,0 Block Of Miramar  Avenue,Oceanview/Merced/Ingleside
E981901,0 Block Of Brussels  Street,Portola
E981903,2000 Block Of Leavenworth  Street,Russian Hill
E981892,0 Block Of Bayview  Street,Bayview Hunters Point
E981893,0 Block Of Bayview  Street,Bayview Hunters Point
E981897,300 Block Of Turk  Street,Tenderloin
E981898,200 Block Of San Jose  Avenue,Mission
E981894,700 Block Of 41st  Avenue,Outer Richmond
E981896,2900 Block Of Webster  Street,Marina
E981899,300 Block Of Monterey  Boulevard,West of Twin Peaks
E981895,400 Block Of Fell  Street,Hayes Valley
E981891,0 Block Of 6th  Street,South of Market
E981886,700 Block Of Gonzalez  Drive,Lakeshore
E981882,1600 Block Of 27th  Avenue,Sunset/Parkside
E981890,1600 Block Of Green  Street,Marina
E981887,100 Block Of Liberty  Street,Mission
E981888,0 Block Of Fair  Avenue,Bernal Heights
E981885,200 Block Of Hyde  Street,Tenderloin
E981880,0 Block Of Rivas  Avenue,Lakeshore
E981883,2800 Block Of Gough  Street,Marina
E981884,800 Block Of 34th  Avenue,Outer Richmond
E981881,1100 Block Of Kansas  Street,Potrero Hill
E981879,800 Block Of Gonzalez  Drive,Lakeshore
E981878,200 Block Of Pennsylvania  Avenue,Potrero Hill
E981867,3600 Block Of Webster  Street,Marina
E981877,1100 Block Of Kansas  Street,Potrero Hill
E981872,1600 Block Of Clay  Street,Russian Hill
E981873,5300 Block Of Diamond Heights  Boulevard,Glen Park
E981889,0 Block Of Parker  Avenue,Presidio Heights
E981875,400 Block Of Paul Avenue,Bayview Hunters Point
E981874,400 Block Of Bright  Street,Oceanview/Merced/Ingleside
E981869,0 Block Of Cardenas  Avenue,Lakeshore
E981876,400 Block Of Paul  Avenue,Bayview Hunters Point
E981868,800 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
E981871,1400 Block Of Leavenworth  Street,Russian Hill
E981870,300 Block Of Guerrero  Street,Mission
E981866,2600 Block Of 46th  Avenue,Sunset/Parkside
E981862,500 Block Of 42nd  Avenue,Outer Richmond
E981859,2400 Block Of 46th  Avenue,Sunset/Parkside
E981861,700 Block Of 11th  Avenue,Inner Richmond
E981865,1200 Block Of Grove  Street,Hayes Valley
E981864,2300 Block Of 28th  Avenue,Sunset/Parkside
E981863,200 Block Of Frederick  Street,Haight Ashbury
E981860,6900 Block Of California  Street,Outer Richmond
E981851,900 Block Of Duncan  Street,Noe Valley
E981850,1100 Block Of Bush  Street,Nob Hill
E981858,1200 Block Of 23rd  Avenue,Sunset/Parkside
E981846,400 Block Of Pierce  Street,Hayes Valley
E981847,500 Block Of Oak  Street,Hayes Valley
E981854,1900 Block Of Funston  Avenue,Inner Sunset
E981852,2800 Block Of Vicente  Street,Sunset/Parkside
E981856,3300 Block Of Sacramento  Street,Presidio Heights
E981855,1500 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
E981849,300 Block Of Font  Boulevard,Lakeshore
E981848,500 Block Of Oak  Street,Hayes Valley
E981845,2300 Block Of 43rd  Avenue,Sunset/Parkside
E981857,100 Block Of 17th  Avenue,Outer Richmond
E981844,1100 Block Of Stanyan  Street,Haight Ashbury
E981838,4500 Block Of California  Street,Inner Richmond
E981840,400 Block Of Alvarado  Street,Noe Valley
